url,title,authors,summary,cited_by,pdf_url,pdf_path,founds,status
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.80.5239,Mixed-state entanglement and distillation: is there a “bound” entanglement in nature?,"M Horodecki, P Horodecki, R Horodecki - Physical Review Letters, 1998 - APS","Abstract It is shown that if a mixed state can be distilled to the singlet form it must violate partial transposition criterion [A. Peres, Phys. Rev. Lett. 76, 1413 (1996)]. It implies that there are two qualitatively different types of entanglement:“free” entanglement which is  ...",988,http://arxiv.org/pdf/quant-ph/9801069,pdfs\59.pdf,"Possible physical mean- ing of the result is discussed.  Pacs Numbers: 03.65.Bz  Since the famous Einstein, Podolsky and Rosen [1]",OK
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.68.3663,Realization of the Einstein-Podolsky-Rosen paradox for continuous variables,"ZY Ou, SF Pereira, HJ Kimble, KC Peng - Physical Review Letters, 1992 - APS","Abstract The Einstein-Podolsky-Rosen paradox is demonstrated experimentally for dynamical variables having a continuous spectrum. As opposed to previous work with discrete spin or polarization variables, the continuous optical amplitudes of a signal beam  ...",976,http://authors.library.caltech.edu/6493/1/OUZprl92.pdf,pdfs\60.pdf,,OK
http://journals.aps.org/pra/abstract/10.1103/PhysRevA.60.R773,Ultrabright source of polarization-entangled photons,"PG Kwiat, E Waks, AG White, I Appelbaum… - Physical Review A, 1999 - APS","Abstract Using the process of spontaneous parametric down-conversion in a two-crystal geometry, we have generated a source of polarization-entangled photon pairs that is more than ten times brighter, per unit of pump power, than previous sources, with another factor  ...",960,http://arxiv.org/pdf/quant-ph/9810003,pdfs\61.pdf,,OK
http://www.nature.com/nature/journal/v409/n6822/abs/409791a0.html,Experimental violation of a Bell's inequality with efficient detection,"MA Rowe, D Kielpinski, V Meyer, CA Sackett, WM Itano… - Nature, 2001 - nature.com","Abstract Local realism is the idea that objects have definite properties whether or not they are measured, and that measurements of these properties are not affected by events taking place sufficiently far away 1. Einstein, Podolsky and Rosen 2 used these reasonable  ...",952,http://www.nature.com/nature/journal/v409/n6822/full/409791a0.html,pdfs\62.pdf,,ERROR
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.75.457,Colloquium: Trapping and manipulating photon states in atomic ensembles,"MD Lukin - Reviews of Modern Physics, 2003 - APS",Abstract Modern optical techniques allow one to accurately control light using atoms and to manipulate atoms using light. In this Colloquium the author reviews several ideas indicating how such techniques can be used for accurate manipulation of quantum states of atomic  ...,934,https://galileo.seas.harvard.edu/images/material/334/100/p457_1.pdf,pdfs\63.pdf,,OK
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.79.1,Generation of Einstein-Podolsky-Rosen pairs of atoms,"E Hagley, X Maitre, G Nogues, C Wunderlich… - Physical Review Letters, 1997 - APS","Abstract Pairs of atoms have been prepared in an entangled state of the Einstein-Podolsky-Rosen (EPR) type. They were produced by the exchange of a single photon between the atoms in a high Q cavity. The atoms, entangled in a superposition involving two different  ...",911,http://www.physik.uni-siegen.de/quantenoptik/forschung/publikationen/publis/epr_prl.pdf,pdfs\64.pdf,,OK
http://www.sciencedirect.com/science/article/pii/0022000088900050,[HTML][HTML] Minimum disclosure proofs of knowledge,"G Brassard, D Chaum, C Crépeau - Journal of Computer and System  …, 1988 - Elsevier","Abstract Protocols are given for allowing a “prover” to convince a “verifier” that the prover knows some verifiable secret information, without allowing the verifier to learn anything about the secret. The secret can be probabilistically or deterministically verifiable, and  ...",889,http://www.sciencedirect.com/science/article/pii/0022000088900050,pdfs\65.pdf,,ERROR
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.81.3563,Violation of Bell inequalities by photons more than 10 km apart,"W Tittel, J Brendel, H Zbinden, N Gisin - Physical Review Letters, 1998 - APS","Abstract A Franson-type test of Bell inequalities by photons 10.9 km apart is presented. Energy-time entangled photon pairs are measured using two-channel analyzers, leading to a violation of the inequalities by 16 standard deviations without subtracting accidental  ...",874,http://arxiv.org/pdf/quant-ph/9806043,pdfs\66.pdf,"This was anticipated by Einstein, Podolski and Rosen [1]",OK
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.61.2921,New type of Einstein-Podolsky-Rosen-Bohm experiment using pairs of light quanta produced by optical parametric down conversion,"YH Shih, CO Alley - Physical Review Letters, 1988 - APS",Abstract A pair of correlated light quanta of 532-nm wavelength with the same linear polarization but divergent directions of propagation was produced by nonlinear optical parametric down conversion. Each light quantum was converted to a definite polarization  ...,837,http://www.researchgate.net/profile/Alexander_Sergienko2/publication/13235487_Einstein-Podolsky-Rosen-Bohm_experiment_using_pairs_of_light_quanta_produced_by_type-II_parametric_down-conversion/links/00b4953a9d3b537cbd000000.pdf,pdfs\67.pdf,,OK
http://link.springer.com/chapter/10.1007/978-3-662-13844-1_3,[BOOK][B] The quantum theory of measurement,"P Busch, PJ Lahti, P Mittelstaedt - 1991 - Springer","Abstract The purpose of measurements is the determination of properties of the physical system under investigation. In this sense the general conception of measurement is that of an unambiguous comparison: the object system S, prepared in a state T, is brought into a  ...",807,,,,ERROR
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.42.358,The statistical interpretation of quantum mechanics,"LE Ballentine - Reviews of Modern Physics, 1970 - APS",Abstract The Statistical Interpretation of quantum theory is formulated for the purpose of providing a sound interpretation using a minimum of assumptions. Several arguments are advanced in favor of considering the quantum state description to apply only to an  ...,807,http://www.kevinaylward.co.uk/qm/ballentine_ensemble_interpretation_1970.pdf,pdfs\69.pdf,,OK
http://journals.aps.org/pra/abstract/10.1103/PhysRevA.50.67,Squeezed atomic states and projection noise in spectroscopy,"DJ Wineland, JJ Bollinger, WM Itano, DJ Heinzen - Physical Review A, 1994 - APS","Abstract We investigate the properties of angular-momentum states which yield high sensitivity to rotation. We discuss the application of these ''squeezed-spin''or correlated-particle states to spectroscopy. Transitions in an ensemble of N two-level (or, equivalently,  ...",795,http://www.researchgate.net/profile/Wayne_Itano/publication/13378001_Squeezed_atomic_states_and_projection_noise_in_spectroscopy/links/54354dfa0cf2bf1f1f2877d2.pdf,pdfs\70.pdf,,OK
https://books.google.com/books?hl=en&lr=&id=tDFeS8Lg9ScC&oi=fnd&pg=PR7&ots=0pM2kFQluB&sig=8bk39LTLBeCi3Nyh-fXoXJaU7KY,[BOOK][B] Quantum mechanics and experience,"DZ Albert, DZ Albert - 2009 - books.google.com","This book was written both as an elementary text and as an attempt to add to what we presently understand, at the most advanced level, about what seems to me to be the central difficulty at the foundations of quantum mechanics, which is the difficulty about  ...",796,,,,ERROR
http://www.nature.com/nature/journal/v403/n6769/abs/403515a0.html,Experimental test of quantum nonlocality in three-photon Greenberger–Horne–Zeilinger entanglement,"JW Pan, D Bouwmeester, M Daniell, H Weinfurter… - Nature, 2000 - nature.com",Abstract Bell's theorem 1 states that certain statistical correlations predicted by quantum physics for measurements on two-particle systems cannot be understood within a realistic picture based on local properties of each individual particle—even if the two particles are  ...,793,http://www.nature.com/nature/journal/v403/n6769/full/403515a0.html,pdfs\72.pdf,,ERROR
http://arxiv.org/abs/hep-ph/0210213,HERWIG 6.5 release note,"G Corcella, IG Knowles, G Marchesini, S Moretti… - arXiv preprint hep-ph/ …, 2002 - arxiv.org",Abstract: A new release of the Monte Carlo program HERWIG (version 6.5) is now available. The main new features are: support for the Les Houches interface to matrix element generators; additional SM and MSSM Higgs processes in lepton collisions; additional  ...,789,http://arxiv.org/pdf/hep-ph/0210213,pdfs\73.pdf,,OK
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.62.2205,Bell inequality for position and time,"JD Franson - Physical Review Letters, 1989 - APS",Abstract The quantum-mechanical uncertainty in the position of a particle or the time of its emission is shown to produce observable effects that are inconsistent with any local hidden-variable theory. A new experimental test of local hidden-variable theories based on optical  ...,792,http://people.isy.liu.se/en/icg/jalar/kurser/QF/assignments/Franson1989.pdf,pdfs\74.pdf,,OK
http://www.sciencemag.org/content/288/5473/2024.short,Step-by-step engineered multiparticle entanglement,"A Rauschenbeutel, G Nogues, S Osnaghi, P Bertet… - Science, 2000 - sciencemag.org","Abstract After quantum particles have interacted, they generally remain in an entangled state and are correlated at a distance by quantum-mechanical links that can be used to transmit and process information in nonclassical ways. This implies programmable sequences of  ...",783,http://www.nat.vu.nl/~comop/pdf/nov5.pdf,pdfs\75.pdf,,OK
http://www.dia.unisa.it/professori/parente/QUANTUM/salerno1.ps,[PS][PS] QUANTUM COMPUTING 1.,"J Gruska, C Republik - 2004 - dia.unisa.it","6. Quantum Turing machines Quantum unitary operation based Turing machines; quantum measurement based Turing machines; Quantum complexity theory basics 7. General quantum states, operations and measurements Quantum mixed states and density  ...",783,http://www.dia.unisa.it/professori/parente/QUANTUM/salerno1.ps,pdfs\76.pdf,,ERROR
http://journals.aps.org/pra/abstract/10.1103/PhysRevA.52.R3429,Optical imaging by means of two-photon quantum entanglement,"TB Pittman, YH Shih, DV Strekalov, AV Sergienko - Physical Review A, 1995 - APS",Abstract A two-photon optical imaging experiment was performed based on the quantum nature of the signal and idler photon pairs produced in spontaneous parametric down-conversion. An aperture placed in front of a fixed detector is illuminated by the signal  ...,775,http://people.bu.edu/alexserg/OptImaging.pdf,pdfs\77.pdf,,OK
http://philpapers.org/rec/REDINA,"Incompleteness, nonlocality, and realism: a prolegomenon to the philosophy of quantum mechanics",M Redhead - 1987 - philpapers.org,"Abstract Aiming to unravel the mystery of quantum mechanics, this book is concerned with questions about action-at-a-distance, holism, and whether quantum mechanics gives a complete account of microphysical reality. With rigorous arguments and clear thinking, the  ...",756,,,,ERROR
https://books.google.com/books?hl=en&lr=&id=8H8hAwAAQBAJ&oi=fnd&pg=PR11&ots=qf4Z--MD5D&sig=vogJ7iLlDgZMlGzqsfQvirzT6pk,[BOOK][B] Quantum measurement and control,"HM Wiseman, GJ Milburn - 2009 - books.google.com","The control of individual quantum systems promises a new technology for the 21st century-quantum technology. This book is the first comprehensive treatment of modern quantum measurement and measurement-based quantum control, which are vital elements for  ...",761,http://equs.org/sites/default/files/documents/Wiseman_Milburn_chapter3.pdf,pdfs\79.pdf,Thus we can equate γ to the A coefﬁcient of Einstein’s theory [Ein17],OK
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.58.647,The transactional interpretation of quantum mechanics,"JG Cramer - Reviews of Modern Physics, 1986 - APS","Abstract The interpretational problems of quantum mechanics are considered. The way in which the standard Copenhagen interpretation of quantum mechanics deals with these problems is reviewed. A new interpretation of the formalism of quantum mechanics, the  ...",752,ftp://orthodox-hub.ru/books/_%D4%E8%E7%E8%EA%E0_%CC%E0%F2%E5%EC%E0%F2%E8%EA%E0/RevModPhys/RevModPhys%201984-2008/root/data/RevModPhys%201984-2008/pdf/RMP/v058/RMP_v058_p0647.pdf,pdfs\80.pdf,,ERROR
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.87.017901,Natural thermal and magnetic entanglement in the 1D Heisenberg model,"MC Arnesen, S Bose, V Vedral - Physical Review Letters, 2001 - APS",Abstract We investigate the entanglement between any two spins in a one dimensional Heisenberg chain as a function of temperature and the external magnetic field. We find that the entanglement in an antiferromagnetic chain can be increased by increasing the  ...,740,http://arxiv.org/pdf/quant-ph/0009060,pdfs\81.pdf,,OK
http://www.ai.mit.edu/projects/im/ftp/poc/lloyd/lloyd.ps.gz,[PS][PS] A potentially realizable quantum computer,"S Lloyd - Science, 1993 - ai.mit.edu",Abstract: Arrays of weakly {coupled quantum systems can be made to compute by subjecting them to a sequence of electromagnetic pulses of well {de ned frequency and length. Such pulsed arrays are true quantum computers: bits can be placed in superpositions of 0 and 1 ...,738,http://www.ai.mit.edu/projects/im/ftp/poc/lloyd/lloyd.ps.gz,pdfs\82.pdf,,ERROR
http://www.sciencedirect.com/science/article/pii/S037015739900109X,Cold target recoil ion momentum spectroscopy: a 'momentum microscope'to view atomic collision dynamics,"R Dörner, V Mergel, O Jagutzki, L Spielberger, J Ullrich… - Physics Reports, 2000 - Elsevier","Cold Target Recoil Ion Momentum Spectroscopy (COLTRIMS) is a novel momentum space imaging technique for the investigation of the dynamics of ionizing ion, electron or photon impact reactions with atoms or molecules. It allows the measurement of the previously  ...",739,http://www.atom.uni-frankfurt.de/publications/files/doerner-physics-reports-2000.pdf,pdfs\83.pdf,,OK
https://books.google.com/books?hl=en&lr=&id=Qym7GiftaYQC&oi=fnd&pg=PP1&ots=k1L2ANT3q3&sig=CuhfpAcovO9GDfVaVWkob6X3SCk,[BOOK][B] The evolution of institutional economics,GM Hodgson - 2004 - books.google.com,"This exciting new book from Geoffrey Hodgson is eagerly awaited by social scientists from many different backgrounds. This book charts the rise, fall and renewal of institutional economics in the critical, analytical and readable style that Hodgson's fans have come to  ...",727,http://samples.sainsburysebooks.co.uk/9781134352708_sample_548314.pdf,pdfs\84.pdf,,OK
http://www.sciencedirect.com/science/article/pii/S0370157309000623,Entanglement detection,"O Gühne, G Tóth - Physics Reports, 2009 - Elsevier",How can one prove that a given quantum state is entangled? In this paper we review different methods that have been proposed for entanglement detection. We first explain the basic elements of entanglement theory for two or more particles and then entanglement  ...,728,http://arxiv.org/pdf/0811.2803,pdfs\85.pdf,"Introduction  Entanglement was ﬁrst described by Einstein, Podolsky, and Rosen [1]",OK
https://books.google.com/books?hl=en&lr=&id=URAchzQIsTgC&oi=fnd&pg=PA1&ots=qDWvNHrTAE&sig=kzFudsG1KyMdiJRI3hi---yPbHA,[BOOK][B] Decoherence: and the quantum-to-classical transition,MA Schlosshauer - 2007 - books.google.com,"Over the course of the past decade, decoherence has become a ubiquitous scienti? c term popular in all kinds of research, from fundamental theories of quantum physics to applications in nanoengineering. Decoherence has been hailed as the solution to long- ...",718,http://cds.cern.ch/record/1105882/files/978-3-540-35775-9_BookBackMatter.pdf,pdfs\86.pdf,,OK
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.76.1267,"Decoherence, the measurement problem, and interpretations of quantum mechanics","M Schlosshauer - Reviews of Modern Physics, 2005 - APS","Abstract Environment-induced decoherence and superselection have been a subject of intensive research over the past two decades, yet their implications for the foundational problems of quantum mechanics, most notably the quantum measurement problem, have  ...",694,http://arxiv.org/pdf/quant-ph/0312059,pdfs\87.pdf,"Suppose we are given an entangled spin state of the Einstein-Podolsky-Rosen form (Einstein et al., 1935)",OK
https://books.google.com/books?hl=en&lr=&id=hsYmMZCmqOUC&oi=fnd&pg=PR13&ots=FhnI30CAb1&sig=DvoGh_k3pf4fS9E_Pyxq7E6paJw,[BOOK][B] A primer on determinism,J Earman - 1986 - books.google.com,"The title of this work is to be taken seriously: it is a small book for teaching students to read the language of determinism. Some prior knowledge of college-level mathematics and physics is presupposed, but otherwise the book is suitable for use in an advanced  ...",685,,,,ERROR
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.75.346,Almost any quantum logic gate is universal,"S Lloyd - Physical Review Letters, 1995 - APS","Abstract It is shown that if one can apply some Hamiltonian repeatedly to a few variables at a time one can in general effect any desired unitary time evolution on an arbitrarily large number of variables. As a result, almost any quantum logic gate with two or more inputs is  ...",679,https://www.physast.uga.edu/~mgeller/PRL75p346.pdf,pdfs\89.pdf,,OK
http://www.nber.org/papers/w11259,"Structural equations, treatment effects and econometric policy evaluation","JJ Heckman, E Vytlacil - 2005 - nber.org",ABSTRACT This paper uses the marginal treatment effect (MTE) to unify the nonparametric literature on treatment effects with the econometric literature on structural estimation using a nonparametric analog of a policy invariant parameter; to generate a variety of treatment  ...,681,http://fisher.osu.edu/~schroeder.9/AMIS861/Heckman2005.pdf,pdfs\90.pdf,,OK
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.54.857,Quantum mechanics versus macroscopic realism: Is the flux there when nobody looks?,"AJ Leggett, A Garg - Physical Review Letters, 1985 - APS","Abstract It is shown that, in the context of an idealized ''macroscopic quantum coherence''experiment, the predictions of quantum mechanics are incompatible with the conjunction of two general assumptions which are designated ''macroscopic realism''and '' ...",680,http://people.isy.liu.se/en/jalar/kurser/QF/assignments/LeggettGarg1985.pdf,pdfs\91.pdf,,OK
https://books.google.com/books?hl=en&lr=&id=lvR6Bp_ZOGQC&oi=fnd&pg=PA1&ots=54ZwFILLBZ&sig=KjW0vMsv0zNxM8gQaLmUXN6Uc84,[BOOK][B] The physical basis of the direction of time,HD Zeh - 2001 - books.google.com,"This book has been thoroughly revised to include important new results. At the same time it retains the features that make it a classic text on irreversibility, and one which clearly distinguishes the latter from those time asymmetries which may be compensated for by  ...",680,http://cds.cern.ch/record/1136712/files/978-3-540-68001-7_BookBackMatter.pdf,pdfs\92.pdf,"by Schilpp, P.A. (The Library of Living Philosophers) – [6]  Einstein, A., Born, H., and Born, M. (1986)
by P.C.W. Davies (Cambridge University Press) – [78]  Franck, Ph. (1949): Einstein (Vieweg) – [200]",OK
https://books.google.com/books?hl=en&lr=&id=DNd2K6mxLpIC&oi=fnd&pg=PR4&ots=uc7ORVNhOU&sig=HstcZ0K94_sEowEvHh7q3bfo9ps,"[BOOK][B] The fabric of the cosmos: Space, time, and the texture of reality",B Greene - 2007 - books.google.com,"From Brian Greene, one of the world's leading physicists and author the Pulitzer Prize finalist The Elegant Universe, comes a grand tour of the universe that makes us look at reality in a completely different way. Space and time form the very fabric of the cosmos. Yet they  ...",677,,,,ERROR
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.65.803,Hidden variables and the two theorems of John Bell,"ND Mermin - Reviews of Modern Physics, 1993 - APS","Abstract Although skeptical of the prohibitive power of no-hidden-variables theorems, John Bell was himself responsible for the two most important ones. I describe some recent versions of the lesser known of the two (familiar to experts as the"" Kochen-Specker  ...",676,http://cqi.inf.usi.ch/qic/Mermin1993.pdf,pdfs\94.pdf,"A fre- ment, hidden- quently as clas- variables sical mechanics (see, for example, A. Einstein, in Schilpp, 1949, p. 672)
As noted long ago by Einstein, Podol- mines sky, and Rosen (Einstein et al., 1935)",OK
http://link.springer.com/article/10.1007/BF00708656,On the interpretation of measurement in quantum theory,"HD Zeh - Foundations of Physics, 1970 - Springer","Abstract It is demonstrated that neither the arguments leading to inconsistencies in the description of quantum-mechanical measurement nor those “explaining” the process of measurement by means of thermodynamical statistics are valid. Instead, it is argued that  ...",676,,,,ERROR
http://www.sciencemag.org/content/315/5816/1252.short,The focusing of electron flow and a Veselago lens in graphene pn junctions,"VV Cheianov, V Fal'ko, BL Altshuler - Science, 2007 - sciencemag.org",Abstract The focusing of electric current by a single pn junction in graphene is theoretically predicted. Precise focusing may be achieved by fine-tuning the densities of carriers on the n-and p-sides of the junction to equal values. This finding may be useful for the engineering  ...,665,http://wiki.epfl.ch/mep/documents/MEP%5B07-08%5D_DOWNLOAD/the%20focusing%20of%20electron%20.pdf,pdfs\96.pdf,"Consequently, a beam splitter (Fig. 4, B and C) can be used to ex- periment with Einstein-Podolsky-Rosen (23)",OK
http://journals.aps.org/pra/abstract/10.1103/PhysRevA.59.4206,Reduction criterion of separability and limits for a class of distillation protocols,"M Horodecki, P Horodecki - Physical Review A, 1999 - APS","Abstract We analyze the problem of distillation of entanglement of mixed states in higher-dimensional compound systems. Employing the positive maps method [M. Horodecki et al., Phys. Lett. A 223, 1 (1996)] we introduce and analyze a criterion of separability that relates  ...",656,,,,ERROR
http://journals.aps.org/pra/abstract/10.1103/PhysRevA.69.052319,Secure direct communication with a quantum one-time pad,"FG Deng, GL Long - Physical Review A, 2004 - APS",Abstract Quantum secure direct communication is the direct communication of secret messages without first producing a shared secret key. It may be used in some urgent circumstances. Here we propose a quantum secure direct communication protocol using  ...,646,http://arxiv.org/pdf/quant-ph/0405177,pdfs\98.pdf,Bostr¨om and Felbinger put forward a Ping-Pong QSDC scheme[4] using Einstein-Podolsky-Rosen (EPR) pairs[7],OK
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.64.339,Consistent interpretations of quantum mechanics,"R Omnès - Reviews of Modern Physics, 1992 - APS","Abstract Within the last decade, significant progress has been made towards a consistent and complete reformulation of the Copenhagen interpretation (an interpretation consisting in a formulation of the experimental aspects of physics in terms of the basic formalism; it is  ...",639,ftp://orthodox-hub.ru/books/_%D4%E8%E7%E8%EA%E0_%CC%E0%F2%E5%EC%E0%F2%E8%EA%E0/RevModPhys/RevModPhys%201984-2008/root/data/RevModPhys%201984-2008/pdf/RMP/v064/RMP_v064_p0339.pdf,pdfs\99.pdf,,ERROR
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.96.130501,Entangled photon pairs from semiconductor quantum dots,"N Akopian, NH Lindner, E Poem, Y Berlatzky, J Avron… - Physical review  …, 2006 - APS",Abstract Tomographic analysis demonstrates that the polarization state of pairs of photons emitted from a biexciton decay cascade becomes entangled when spectral filtering is applied. The measured density matrix of the photon pair satisfies the Peres criterion for  ...,622,http://arxiv.org/pdf/quant-ph/0512048,pdfs\100.pdf,,OK
http://journals.aps.org/pra/abstract/10.1103/PhysRevA.58.4394,Quantum teleportation using three-particle entanglement,"A Karlsson, M Bourennane - Physical Review A, 1998 - APS","Abstract We investigate the “teleportation” of a quantum state using three-particle entanglement to either one of two receivers in such a way that, generally, either one of the two, but only one, can fully reconstruct the quantum state conditioned on the measurement  ...",621,,,,ERROR
http://iopscience.iop.org/0305-4470/25/21/023,The quantum-state diffusion model applied to open systems,"N Gisin, IC Percival - Journal of Physics A: Mathematical and  …, 1992 - iopscience.iop.org","AbstrafL A model of a quantum system interacting with its environment is proposed in which the system is represented by a State vector that satisfies a mchastic differential equation, derived from a density operator equation ruch as the Bloch equation, and consistent with it ...",615,http://cds.cern.ch/record/318563/files/9701024.pdf,pdfs\102.pdf,,OK
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.81.3631,Deterministic entanglement of two trapped ions,"QA Turchette, CS Wood, BE King, CJ Myatt… - Physical Review Letters, 1998 - APS","Abstract We have prepared the internal states of two trapped ions in both the Bell-like singlet and triplet entangled states. In contrast to all other experiments with entangled states of either massive particles or photons, we do this in a deterministic fashion, producing  ...",610,http://arxiv.org/pdf/quant-ph/9806012,pdfs\103.pdf,,OK
https://books.google.com/books?hl=en&lr=&id=grNxuUFyO78C&oi=fnd&pg=PR6&ots=SUFPAxZnFV&sig=mlVk_kRDReofy7PllB39y6xVrwQ,[BOOK][B] Quantum non-locality and relativity: Metaphysical intimations of modern physics,T Maudlin - 2011 - books.google.com,""" Quantum Non-Locality and Relativity is recognized as the premier philosophical study of Bell's Theorem and its implication for the relativistic account of space and time. Previous editions have been praised for the remarkable clarity of Maudlin's descriptions of both  ...",609,,,,ERROR
https://books.google.com/books?hl=en&lr=&id=Vf32PZXJ2gMC&oi=fnd&pg=PA1&ots=tJzdZtkQHc&sig=mCwyRf6r7NxAD-uHh7Yk7o5IUaY,[BOOK][B] Optical angular momentum,"L Allen, SM Barnett, MJ Padgett - 2003 - books.google.com","Spin angular momentum of photons and the associated polarization of light has been known for many years. However, it is only over the last decade or so that physically realizable laboratory light beams have been used to study the orbital angular momentum of light. In  ...",586,,,,ERROR
http://www.sciencemag.org/content/323/5914/598.short,Sudden death of entanglement,"T Yu, JH Eberly - Science, 2009 - sciencemag.org",Abstract A new development in the dynamical behavior of elementary quantum systems is the surprising discovery that correlation between two quantum units of information called qubits can be degraded by environmental noise in a way not seen previously in studies of  ...,586,http://arxiv.org/pdf/0910.1396,pdfs\106.pdf,,OK
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.74.197,The role of relative entropy in quantum information theory,"V Vedral - Reviews of Modern Physics, 2002 - APS","Abstract Quantum mechanics and information theory are among the most important scientific discoveries of the last century. Although these two areas initially developed separately, it has emerged that they are in fact intimately related. In this review the author shows how  ...",585,http://arxiv.org/pdf/quant-ph/0102094,pdfs\107.pdf,"The most often quoted entangled system is a pair of two photons, being in the “EPR” state (Einstein et. al, 1935; Bell, 1987)",OK
https://books.google.com/books?hl=en&lr=&id=EGdMO3rfVj4C&oi=fnd&pg=PP2&ots=x43UgpoZph&sig=TFeENE7CTwFhHYYHeo5AUgEPmVA,[BOOK][B] Optical interferometry,P Hariharan - 2003 - books.google.com,"When the first edition of"" Optical Interferometry"" was published, interferometry was regarded as a rather esoteric method of making measurements, largely confined to the laboratory. Today, however, besides its use in several fields of research, it has applications in fields  ...",579,,,,ERROR
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.68.2981,"Quantum mechanics, local realistic theories, and Lorentz-invariant realistic theories","L Hardy - Physical Review Letters, 1992 - APS","Abstract First, we demonstrate Bell's theorem, without using inequalities, for an experiment with two particles. Then we show that, if we assume realism and we assume that the ''elements of reality''corresponding to Lorentz-invariant observables are themselves  ...",570,,,,ERROR
http://journals.aps.org/pra/abstract/10.1103/PhysRevA.62.052310,Optimization of entanglement witnesses,"M Lewenstein, B Kraus, JI Cirac, P Horodecki - Physical Review A, 2000 - APS","Abstract An entanglement witness (EW) is an operator that allows the detection of entangled states. We give necessary and sufficient conditions for such operators to be optimal, ie, to detect entangled states in an optimal way. We show how to optimize general EW, and  ...",568,http://arxiv.org/pdf/quant-ph/0005014,pdfs\110.pdf,,OK
http://www.sciencedirect.com/science/article/pii/0550321384900531,Search for violations of quantum mechanics,"J Ellis, JS Hagelin, DV Nanopoulos, M Srednicki - Nuclear Physics B, 1984 - Elsevier","Abstract The treatment of quantum effects in gravitational fields indicates that pure states may evolve into mixed states, and Hawking has proposed modification of the axioms of field theory which incorporate the corresponding violation of quantum mechanics. In this paper  ...",564,http://slac.stanford.edu/pubs/slacpubs/3000/slac-pub-3134.pdf,pdfs\111.pdf,,OK
http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.82.1041,Quantum interface between light and atomic ensembles,"K Hammerer, AS Sørensen, ES Polzik - Reviews of Modern Physics, 2010 - APS","During the past decade the interaction of light with multiatom ensembles has attracted much 
attention as a basic building block for quantum information processing and quantum state 
engineering. The field started with the realization that optically thick free space  ... ",566,http://arxiv.org/pdf/0807.3358,pdfs\112.pdf,,OK
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.83.5166,Coherent operation of a tunable quantum phase gate in cavity QED,"A Rauschenbeutel, G Nogues, S Osnaghi, P Bertet… - Physical Review Letters, 1999 - APS",Abstract We have realized a quantum phase gate operating on quantum bits carried by a single Rydberg atom and a zero-or one-photon field in a high-Q cavity. The gate operation is based on the dephasing of the atom-field state produced by a full cycle of quantum Rabi  ...,559,,,,ERROR
http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.74.3600,Observation of two-photon “ghost” interference and diffraction,"DV Strekalov, AV Sergienko, DN Klyshko, YH Shih - Physical review letters, 1995 - APS","Abstract Observations of unusual diffraction and interference by two-photon correlation measurements are reported. The signal and idler beams produced by spontaneous parametric down-conversion are sent in different directions, and detected by two distant  ...",561,http://www.researchgate.net/profile/Alexander_Sergienko2/publication/253681222_Observation_of_two-photon_virtual_interference_and_diffraction/links/0fcfd50eb0147eb3c1000000.pdf,pdfs\114.pdf,,OK
http://journals.aps.org/pra/abstract/10.1103/PhysRevA.40.1165,Models for universal reduction of macroscopic quantum fluctuations,"L Diosi - Physical Review A, 1989 - APS","Abstract This paper adopts the hypothesis that the absence of macroscopic quantum fluctuations is due to a certain universal mechanism. Such a mechanism has recently been proposed by Ghirardi et al.[Phys. Rev. D 34, 470 (1986)], and here we recapitulate a  ...",557,http://www.rmki.kfki.hu/~diosi/prints/1989pra40p1165.pdf,pdfs\115.pdf,,OK
http://journals.aps.org/pra/abstract/10.1103/PhysRevA.50.R895,Teleportation of an atomic state between two cavities using nonlocal microwave fields,"L Davidovich, N Zagury, M Brune, JM Raimond… - Physical Review A, 1994 - APS","Abstract Implementing the ideas of Bennett et al.[Phys. Rev. Lett. 70, 1895 (1993)], we present an experimentally feasible scheme for the teleportation of an unknown atomic state between two high-Q cavities containing a nonlocal quantum superposition of microwave  ...",554,,,,ERROR
